Date,strategy,benchmark
2021-10-04,2.3076454574072955,1.7957679270382738
2021-10-05,2.3295489584891507,1.8144526938686885
2021-10-06,2.3296309859041138,1.8219937336171192
2021-10-07,2.355927537301993,1.8377461912281823
2021-10-08,2.348884351899894,1.8343947086779382
2021-10-11,2.335999344835372,1.8211140408513138
2021-10-12,2.339508527291895,1.8166315247450342
2021-10-13,2.348590987118462,1.823166929318702
2021-10-14,2.390654075322714,1.8538340419067274
2021-10-15,2.397479365932582,1.8679519683397678
2021-10-18,2.407303092691905,1.8734822817663577
2021-10-19,2.4227267895828195,1.8879360092876436
2021-10-20,2.437474858324475,1.8953513786409593
2021-10-21,2.446891568171868,1.9002949582098365
2021-10-22,2.4530145545047617,1.898325713998937
2021-10-25,2.4669914427154804,1.9085061040586262
2021-10-26,2.464967487898206,1.9102237354654532
2021-10-27,2.4316982222367627,1.901761248826433
2021-10-28,2.466178670115675,1.9201108946032075
2021-10-29,2.4658480723694387,1.9240069488656169
2021-11-01,2.4846146544940853,1.927316813297998
2021-11-02,2.4892795918004746,1.93510932984358
2021-11-03,2.5073011483739127,1.9469235710466861
2021-11-04,2.5128106730490383,1.9560985979454548
2021-11-05,2.5275241497455245,1.9628853433093527
2021-11-08,2.5390608015536955,1.9645609485775535
2021-11-09,2.5407968506815637,1.9580675701425116
2021-11-10,2.5085327274122466,1.9423149765245276
2021-11-11,2.5261750931506706,1.9429431924931817
2021-11-12,2.5434989037127536,1.9576069147006774
2021-11-15,2.5444383360965936,1.9582767487871944
2021-11-16,2.554417678421775,1.966027375201071
2021-11-17,2.5385740530497407,1.9612516281728563
2021-11-18,2.5350962925094156,1.9679129751554816
2021-11-19,2.5187296437055804,1.9643933880507332
2021-11-22,2.511623480196281,1.9588633466379857
2021-11-23,2.516357659511041,1.9614610788313813
2021-11-24,2.522732791721275,1.9666978893221934
2021-11-26,2.4622006472689146,1.9228340251778746
2021-11-29,2.4868894011226783,1.9464207534593032
2021-11-30,2.422136898960116,1.9085481301972507
2021-12-01,2.383641283640403,1.8873495474437714
2021-12-02,2.437255561495954,1.9162564584586592
2021-12-03,2.4131087080506983,1.899582417950086
2021-12-06,2.437785475501598,1.9220798668002632
2021-12-07,2.4947754139053555,1.9618383620305686
2021-12-08,2.508566327111132,1.9670328743689123
2021-12-09,2.484483094844391,1.9537522065422879
2021-12-10,2.5009465929746586,1.9721440144646094
2021-12-13,2.473229822629674,1.9546741974605617
2021-12-14,2.4537314577041953,1.9412255610863538
2021-12-15,2.487364875404675,1.9715575526207392
2021-12-16,2.4673395620755727,1.9541715158801016
2021-12-17,2.456183248326731,1.9333732014954792
2021-12-20,2.421734395615263,1.912815075333555
2021-12-21,2.480129674265145,1.9467845719733
2021-12-22,2.504159935123433,1.9662500185309444
2021-12-23,2.5224865892505366,1.9784839770926277
2021-12-27,2.5570255330581655,2.0064837219436438
2021-12-28,2.551221206031752,2.0048440225026187
2021-12-29,2.5578547923155206,2.0074088410211033
2021-12-30,2.5519868262951655,2.0018593506186355
2021-12-31,2.5495350409490993,1.9968141738796816
2022-01-03,2.552715095037544,2.0083757142233467
2022-01-04,2.5607048387476974,2.0077032960053285
2022-01-05,2.499666324445431,1.9691507741445962
2022-01-06,2.504669722435786,1.9673009440104403
2022-01-07,2.4890038945759057,1.9595231162123394
2022-01-10,2.483996566438776,1.9570846481235753
2022-01-11,2.515630637474424,1.9749103952401945
2022-01-12,2.5208765255407686,1.9802497549495313
2022-01-13,2.4889483323149793,1.9529647264690018
2022-01-14,2.4875322960988764,1.953763767130583
